index,timestamp,static_object_0,static_object_1,motor_0_vibrate_software,motor_1_vibrate_software,pos0,button0,shadow_delta0,pos1,button1,shadow_delta1
0,0.0,133,433,0,0,589.6875,0,150.0,300.46875,0,150.0
1,0.0020601370015356224,133,433,0,0,589.6875,0,150.0,300.46875,0,150.0
2,0.003317824000987457,133,433,0,0,589.6875,0,150.0,300.46875,0,150.0
3,0.005563107000853051,133,433,0,0,589.6875,0,150.0,300.46875,0,150.0
4,0.007678466001380002,133,433,0,0,589.21875,0,150.0,300.46875,0,150.0
5,0.009825492001255043,133,433,0,0,589.21875,0,150.0,300.46875,0,150.0
6,0.011988240001301165,133,433,0,0,589.21875,0,150.0,300.46875,0,150.0
7,0.013740271000642679,133,433,0,0,589.21875,0,150.0,300.46875,0,150.0
8,0.014987346001362312,133,433,0,0,588.75,0,150.0,300.46875,0,150.0
9,0.01730227700136311,133,433,0,0,588.75,0,150.0,300.46875,0,150.0
10,0.018489093001335277,133,433,0,0,588.75,0,150.0,300.46875,0,150.0
11,0.02069887700054096,133,433,0,0,588.75,0,150.0,300.46875,0,150.0
12,0.02188291600032244,133,433,0,0,588.75,0,150.0,300.46875,0,150.0
13,0.02304258500043943,133,433,0,0,588.75,0,150.0,300.46875,0,150.0
14,0.024137570000675623,133,433,0,0,588.28125,0,150.0,300.46875,0,150.0
15,0.02654538800015871,133,433,0,0,588.28125,0,150.0,300.46875,0,150.0
16,0.02877328300019144,133,433,0,0,588.28125,0,150.0,300.46875,0,150.0
17,0.03052462900086539,133,433,0,0,588.28125,0,150.0,300.46875,0,150.0
18,0.03281535600035568,133,433,0,0,587.8125,0,150.0,300.46875,0,150.0
19,0.03402487600033055,133,433,0,0,587.8125,0,150.0,300.46875,0,150.0
20,0.03617256899997301,133,433,0,0,587.8125,0,150.0,300.46875,0,150.0
21,0.03832887200042023,133,433,0,0,587.8125,0,150.0,300.46875,0,150.0
22,0.04041471300115518,133,433,0,0,587.8125,0,150.0,300.46875,0,150.0
23,0.041690547001053346,133,433,0,0,587.34375,0,150.0,300.46875,0,150.0
24,0.04380411000056483,133,433,0,0,587.34375,0,150.0,300.46875,0,150.0
25,0.04591841399997065,133,433,0,0,587.34375,0,150.0,300.46875,0,150.0
26,0.04806995800026925,133,433,0,0,587.34375,0,150.0,300.46875,0,150.0
27,0.050293946000238066,133,433,0,0,587.34375,0,150.0,300.46875,0,150.0
28,0.052568618000805145,133,433,0,0,586.875,0,150.0,300.46875,0,150.0
29,0.05493093600125576,133,433,0,0,586.875,0,150.0,300.46875,0,150.0
30,0.057116721000056714,133,433,0,0,586.875,0,150.0,300.46875,0,150.0
31,0.0582730559999618,133,433,0,0,586.875,0,150.0,300.46875,0,150.0
32,0.060465970000223024,133,433,0,0,586.875,0,150.0,300.46875,0,150.0
33,0.06265388400061056,133,433,0,0,586.875,0,150.0,300.46875,0,150.0
34,0.06475141000009899,133,433,0,0,586.875,0,150.0,300.46875,0,150.0
35,0.06684747400140623,133,433,0,0,586.875,0,150.0,300.46875,0,150.0
36,0.06807853100144712,133,433,0,0,586.40625,0,150.0,300.46875,0,150.0
37,0.07023787100115442,133,433,0,0,586.40625,0,150.0,300.46875,0,150.0
38,0.07233060100043076,133,433,0,0,586.40625,0,150.0,300.46875,0,150.0
39,0.07464125400110788,133,433,0,0,586.40625,0,150.0,300.46875,0,150.0
40,0.07684570500168775,133,433,0,0,586.40625,0,150.0,300.46875,0,150.0
41,0.07802885500132106,133,433,0,0,586.40625,0,150.0,300.46875,0,150.0
